Disease,Drug_Family,Drug_Name,Drug_URL,Disease_URL
"Disseminated tuberculosis (Tuberculosis, Extrapulmonary)",General/Unspecified,Prescribing Information,https://www.drugs.com/pro/prednisone.html,https://www.drugs.com/condition/tuberculosis-extrapulmonary.html
"Disseminated tuberculosis (Tuberculosis, Extrapulmonary)",General/Unspecified,cycloserine,https://www.drugs.com/mtm/cycloserine.html,https://www.drugs.com/condition/tuberculosis-extrapulmonary.html
"Disseminated tuberculosis (Tuberculosis, Extrapulmonary)",General/Unspecified,Seromycin,https://www.drugs.com/mtm/seromycin.html,https://www.drugs.com/condition/tuberculosis-extrapulmonary.html
Dissolution of Dermal Filler,General/Unspecified,hyaluronidase,https://www.drugs.com/mtm/hyaluronidase-injection.html,https://www.drugs.com/condition/dissolution-of-dermal-filler.html
Diverticulitis,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/metronidazole.html,https://www.drugs.com/condition/diverticulitis.html
Diverticulitis,General/Unspecified,sulfamethoxazole / trimethoprim,https://www.drugs.com/mtm/sulfamethoxazole-and-trimethoprim.html,https://www.drugs.com/condition/diverticulitis.html
Diverticulitis,General/Unspecified,Flagyl IV,https://www.drugs.com/cons/flagyl-i-v.html,https://www.drugs.com/condition/diverticulitis.html
Diverticulitis,General/Unspecified,Cipro I.V.,https://www.drugs.com/mtm/cipro-i-v-injection.html,https://www.drugs.com/condition/diverticulitis.html
Diverticulitis,General/Unspecified,Cipro XR,https://www.drugs.com/pro/cipro-xr.html,https://www.drugs.com/condition/diverticulitis.html
Diverticulitis,General/Unspecified,Flagyl 375,https://www.drugs.com/pro/flagyl-375-capsules.html,https://www.drugs.com/condition/diverticulitis.html
Diverticulitis,General/Unspecified,hyoscyamine,https://www.drugs.com/mtm/hyoscyamine.html,https://www.drugs.com/condition/diverticulitis.html
Diverticulitis,General/Unspecified,Cleocin HCl,https://www.drugs.com/cons/cleocin-hcl.html,https://www.drugs.com/condition/diverticulitis.html
Diverticulitis,General/Unspecified,Cleocin Phosphate,https://www.drugs.com/cons/cleocin-phosphate-iv.html,https://www.drugs.com/condition/diverticulitis.html
Diverticulitis,General/Unspecified,Cleocin Pediatric,https://www.drugs.com/cons/cleocin-pediatric.html,https://www.drugs.com/condition/diverticulitis.html
Diverticulitis,General/Unspecified,Septra DS,https://www.drugs.com/cons/septra-ds.html,https://www.drugs.com/condition/diverticulitis.html
Diverticulitis,General/Unspecified,Sulfatrim Pediatric,https://www.drugs.com/cons/sulfatrim-pediatric.html,https://www.drugs.com/condition/diverticulitis.html
Diverticulitis,General/Unspecified,Ed-Spaz,https://www.drugs.com/pro/ed-spaz.html,https://www.drugs.com/condition/diverticulitis.html
Diverticulitis,General/Unspecified,Levbid,https://www.drugs.com/pro/levbid-tablets.html,https://www.drugs.com/condition/diverticulitis.html
Double Chin (Submental Fullness),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/kybella.html,https://www.drugs.com/condition/submental-fullness.html
Double Chin (Submental Fullness),General/Unspecified,deoxycholic acid,https://www.drugs.com/mtm/deoxycholic-acid.html,https://www.drugs.com/condition/submental-fullness.html
Dracunculiasis,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/metronidazole.html,https://www.drugs.com/condition/dracunculiasis.html
Dracunculiasis,General/Unspecified,mebendazole,https://www.drugs.com/mtm/mebendazole.html,https://www.drugs.com/condition/dracunculiasis.html
Dracunculiasis,General/Unspecified,Flagyl 375,https://www.drugs.com/pro/flagyl-375-capsules.html,https://www.drugs.com/condition/dracunculiasis.html
Dracunculiasis,General/Unspecified,Flagyl IV,https://www.drugs.com/cons/flagyl-i-v.html,https://www.drugs.com/condition/dracunculiasis.html
Dravet Syndrome,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/diacomit.html,https://www.drugs.com/condition/dravet-syndrome.html
Dravet Syndrome,General/Unspecified,fenfluramine,https://www.drugs.com/mtm/fenfluramine.html,https://www.drugs.com/condition/dravet-syndrome.html
Dravet Syndrome,General/Unspecified,stiripentol,https://www.drugs.com/mtm/stiripentol.html,https://www.drugs.com/condition/dravet-syndrome.html
Dressler's syndrome (Pericarditis),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/arcalyst.html,https://www.drugs.com/condition/pericarditis.html
Dressler's syndrome (Pericarditis),General/Unspecified,rilonacept,https://www.drugs.com/mtm/rilonacept.html,https://www.drugs.com/condition/pericarditis.html
Drooling (Excessive Salivation),General/Unspecified,glycopyrrolate,https://www.drugs.com/mtm/glycopyrrolate.html,https://www.drugs.com/condition/excessive-salivation.html
Drooling (Excessive Salivation),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/glycopyrrolate-injection.html,https://www.drugs.com/condition/excessive-salivation.html
Drooling (Excessive Salivation),General/Unspecified,Glyrx-PF,https://www.drugs.com/pro/glyrx-pf.html,https://www.drugs.com/condition/excessive-salivation.html
Drowsiness,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/caffeine-citrate.html,https://www.drugs.com/condition/drowsiness.html
Drowsiness,General/Unspecified,dextroamphetamine,https://www.drugs.com/mtm/dextroamphetamine.html,https://www.drugs.com/condition/drowsiness.html
Drowsiness,General/Unspecified,Vivarin,https://www.drugs.com/mtm/vivarin.html,https://www.drugs.com/condition/drowsiness.html
Drowsiness,General/Unspecified,NoDoz,https://www.drugs.com/mtm/no-doz.html,https://www.drugs.com/condition/drowsiness.html
Drowsiness,General/Unspecified,Stay Awake,https://www.drugs.com/mtm/stay-awake.html,https://www.drugs.com/condition/drowsiness.html
Drowsiness,General/Unspecified,Cafcit,https://www.drugs.com/mtm/cafcit-injection-oral-liquid.html,https://www.drugs.com/condition/drowsiness.html
Drowsiness,General/Unspecified,Alert,https://www.drugs.com/mtm/alert.html,https://www.drugs.com/condition/drowsiness.html
Drowsiness,General/Unspecified,Pep-Back ReCharge,https://www.drugs.com/mtm/pep-back-recharge.html,https://www.drugs.com/condition/drowsiness.html
Drug Induced Vitamin/Mineral Deficiency,General/Unspecified,Vitamin B6,https://www.drugs.com/mtm/vitamin-b6.html,https://www.drugs.com/condition/drug-induced-vitamin-mineral-deficiency.html
Drug Induced Vitamin/Mineral Deficiency,General/Unspecified,pyridoxine,https://www.drugs.com/mtm/pyridoxine.html,https://www.drugs.com/condition/drug-induced-vitamin-mineral-deficiency.html
Drug Induced Vitamin/Mineral Deficiency,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/pyridoxine-hydrochloride-injection.html,https://www.drugs.com/condition/drug-induced-vitamin-mineral-deficiency.html
Drug Induced Vitamin/Mineral Deficiency,General/Unspecified,Aminoxin,https://www.drugs.com/cons/aminoxin.html,https://www.drugs.com/condition/drug-induced-vitamin-mineral-deficiency.html
Dry Eye Disease (Keratoconjunctivitis Sicca),General/Unspecified,Systane,https://www.drugs.com/mtm/systane.html,https://www.drugs.com/condition/dry-eye-disease.html
Dry Eye Disease (Keratoconjunctivitis Sicca),General/Unspecified,Refresh,https://www.drugs.com/mtm/refresh.html,https://www.drugs.com/condition/dry-eye-disease.html
Dry Eye Disease (Keratoconjunctivitis Sicca),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/restasis.html,https://www.drugs.com/condition/dry-eye-disease.html
Dry Eye Disease (Keratoconjunctivitis Sicca),General/Unspecified,cyclosporine,https://www.drugs.com/mtm/cyclosporine-ophthalmic.html,https://www.drugs.com/condition/dry-eye-disease.html
Dry Eye Disease (Keratoconjunctivitis Sicca),General/Unspecified,Artificial Tears,https://www.drugs.com/mtm/artificial-tears.html,https://www.drugs.com/condition/dry-eye-disease.html
Dry Eye Disease (Keratoconjunctivitis Sicca),General/Unspecified,Systane Ultra,https://www.drugs.com/mtm/systane-ultra.html,https://www.drugs.com/condition/dry-eye-disease.html
Dry Eye Disease (Keratoconjunctivitis Sicca),General/Unspecified,Lacrisert,https://www.drugs.com/mtm/lacrisert.html,https://www.drugs.com/condition/dry-eye-disease.html
Dry Eye Disease (Keratoconjunctivitis Sicca),General/Unspecified,loteprednol,https://www.drugs.com/mtm/loteprednol-ophthalmic.html,https://www.drugs.com/condition/dry-eye-disease.html
Dry Eye Disease (Keratoconjunctivitis Sicca),General/Unspecified,lifitegrast,https://www.drugs.com/mtm/lifitegrast-ophthalmic.html,https://www.drugs.com/condition/dry-eye-disease.html
Dry Eye Disease (Keratoconjunctivitis Sicca),General/Unspecified,TheraTears,https://www.drugs.com/mtm/theratears.html,https://www.drugs.com/condition/dry-eye-disease.html
Dry Eye Disease (Keratoconjunctivitis Sicca),General/Unspecified,Refresh Liquigel,https://www.drugs.com/mtm/refresh-liquigel.html,https://www.drugs.com/condition/dry-eye-disease.html
Dry Eye Disease (Keratoconjunctivitis Sicca),General/Unspecified,Systane Balance,https://www.drugs.com/mtm/systane-balance.html,https://www.drugs.com/condition/dry-eye-disease.html
Dry Eye Disease (Keratoconjunctivitis Sicca),General/Unspecified,Lubricant Eye Drops,https://www.drugs.com/mtm/lubricant-eye-drops.html,https://www.drugs.com/condition/dry-eye-disease.html
Dry Eye Disease (Keratoconjunctivitis Sicca),General/Unspecified,Refresh Optive,https://www.drugs.com/mtm/refresh-optive.html,https://www.drugs.com/condition/dry-eye-disease.html
Dry Eye Disease (Keratoconjunctivitis Sicca),General/Unspecified,Refresh Optive Mega-3,https://www.drugs.com/mtm/refresh-optive-mega-3-preservative-free.html,https://www.drugs.com/condition/dry-eye-disease.html
Dry Eye Disease (Keratoconjunctivitis Sicca),General/Unspecified,Refresh Plus,https://www.drugs.com/mtm/refresh-plus.html,https://www.drugs.com/condition/dry-eye-disease.html
Dry Eye Disease (Keratoconjunctivitis Sicca),General/Unspecified,FreshKote,https://www.drugs.com/mtm/freshkote-preservative-free.html,https://www.drugs.com/condition/dry-eye-disease.html
Dry Eye Disease (Keratoconjunctivitis Sicca),General/Unspecified,GenTeal,https://www.drugs.com/mtm/genteal.html,https://www.drugs.com/condition/dry-eye-disease.html
Dry Mouth (Xerostomia),General/Unspecified,pilocarpine,https://www.drugs.com/mtm/pilocarpine.html,https://www.drugs.com/condition/xerostomia.html
Dry Mouth (Xerostomia),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/pilocarpine.html,https://www.drugs.com/condition/xerostomia.html
Dry Mouth (Xerostomia),General/Unspecified,Salagen,https://www.drugs.com/mtm/salagen.html,https://www.drugs.com/condition/xerostomia.html
Dry Mouth (Xerostomia),General/Unspecified,NeutraSal,https://www.drugs.com/mtm/neutrasal.html,https://www.drugs.com/condition/xerostomia.html
Dry Mouth (Xerostomia),General/Unspecified,saliva substitutes,https://www.drugs.com/mtm/saliva-substitutes.html,https://www.drugs.com/condition/xerostomia.html
Dry Mouth (Xerostomia),General/Unspecified,Biotene Oral Balance,https://www.drugs.com/mtm/biotene-oral-balance.html,https://www.drugs.com/condition/xerostomia.html
Dry Mouth (Xerostomia),General/Unspecified,Biotene Mouthwash,https://www.drugs.com/mtm/biotene-mouthwash.html,https://www.drugs.com/condition/xerostomia.html
Dry Mouth (Xerostomia),General/Unspecified,Caphosol,https://www.drugs.com/mtm/caphosol.html,https://www.drugs.com/condition/xerostomia.html
Dry Mouth (Xerostomia),General/Unspecified,XyliMelts,https://www.drugs.com/mtm/xylimelts.html,https://www.drugs.com/condition/xerostomia.html
Dry Mouth (Xerostomia),General/Unspecified,SalivaMAX,https://www.drugs.com/mtm/salivamax.html,https://www.drugs.com/condition/xerostomia.html
Dry Mouth (Xerostomia),General/Unspecified,Aquoral,https://www.drugs.com/mtm/aquoral.html,https://www.drugs.com/condition/xerostomia.html
Dry Mouth (Xerostomia),General/Unspecified,Biotene Moisturizing Mouth Spray,https://www.drugs.com/mtm/biotene-moisturizing-mouth-spray.html,https://www.drugs.com/condition/xerostomia.html
Dry Mouth (Xerostomia),General/Unspecified,amifostine,https://www.drugs.com/mtm/amifostine.html,https://www.drugs.com/condition/xerostomia.html
Dry Mouth (Xerostomia),General/Unspecified,Mouth Kote,https://www.drugs.com/mtm/mouth-kote.html,https://www.drugs.com/condition/xerostomia.html
Dry Mouth (Xerostomia),General/Unspecified,Ethyol,https://www.drugs.com/mtm/ethyol.html,https://www.drugs.com/condition/xerostomia.html
Dry Mouth (Xerostomia),General/Unspecified,Numoisyn,https://www.drugs.com/mtm/numoisyn.html,https://www.drugs.com/condition/xerostomia.html
Dry Mouth (Xerostomia),General/Unspecified,Glandosane Unflavored,https://www.drugs.com/mtm/glandosane-unflavored.html,https://www.drugs.com/condition/xerostomia.html
Dry Mouth (Xerostomia),General/Unspecified,Moi-Stir,https://www.drugs.com/mtm/moi-stir.html,https://www.drugs.com/condition/xerostomia.html
Dry Mouth (Xerostomia),General/Unspecified,Optimoist,https://www.drugs.com/mtm/optimoist.html,https://www.drugs.com/condition/xerostomia.html
Dry Mouth (Xerostomia),General/Unspecified,Dry Mouth Mouthwash,https://www.drugs.com/mtm/dry-mouth-mouthwash.html,https://www.drugs.com/condition/xerostomia.html
Dry Mouth (Xerostomia),General/Unspecified,Oasis Moisturizing Mouth,https://www.drugs.com/mtm/oasis-moisturizing-mouth.html,https://www.drugs.com/condition/xerostomia.html
Dry Mouth (Xerostomia),General/Unspecified,Orajel Dry Mouth Moisturizing,https://www.drugs.com/mtm/orajel-dry-mouth-moisturizing.html,https://www.drugs.com/condition/xerostomia.html
Dry Mouth (Xerostomia),General/Unspecified,Stoppers 4 Dry Mouth,https://www.drugs.com/mtm/stoppers-4-dry-mouth.html,https://www.drugs.com/condition/xerostomia.html
Dry Skin (Xerosis),General/Unspecified,ammonium lactate,https://www.drugs.com/mtm/ammonium-lactate-topical.html,https://www.drugs.com/condition/dry-skin.html
Dry Skin (Xerosis),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/ammonium-lactate.html,https://www.drugs.com/condition/dry-skin.html
Dry Skin (Xerosis),General/Unspecified,AmLactin,https://www.drugs.com/mtm/amlactin-foot-cream-therapy.html,https://www.drugs.com/condition/dry-skin.html
Dry Skin (Xerosis),General/Unspecified,urea,https://www.drugs.com/mtm/urea-topical.html,https://www.drugs.com/condition/dry-skin.html
Dry Skin (Xerosis),General/Unspecified,Lac-Hydrin,https://www.drugs.com/mtm/lac-hydrin.html,https://www.drugs.com/condition/dry-skin.html
Dry Skin (Xerosis),General/Unspecified,emollients,https://www.drugs.com/mtm/topical-emollients.html,https://www.drugs.com/condition/dry-skin.html
Dry Skin (Xerosis),General/Unspecified,Geri-Hydrolac,https://www.drugs.com/mtm/geri-hydrolac.html,https://www.drugs.com/condition/dry-skin.html
Dry Skin (Xerosis),General/Unspecified,Ureacin-20,https://www.drugs.com/mtm/ureacin-20.html,https://www.drugs.com/condition/dry-skin.html
Dry Skin (Xerosis),General/Unspecified,Amlactin Ultra,https://www.drugs.com/mtm/amlactin-ultra.html,https://www.drugs.com/condition/dry-skin.html
Dry Skin (Xerosis),General/Unspecified,Lac-Hydrin 5,https://www.drugs.com/mtm/lac-hydrin-5.html,https://www.drugs.com/condition/dry-skin.html
Dry Skin (Xerosis),General/Unspecified,AmLactin Cerapeutic,https://www.drugs.com/mtm/amlactin-cerapeutic.html,https://www.drugs.com/condition/dry-skin.html
Dry Skin (Xerosis),General/Unspecified,Carmol,https://www.drugs.com/mtm/carmol.html,https://www.drugs.com/condition/dry-skin.html
Dry Skin (Xerosis),General/Unspecified,Kerasal AL,https://www.drugs.com/mtm/kerasal-al.html,https://www.drugs.com/condition/dry-skin.html
Dry Skin (Xerosis),General/Unspecified,Aluvea,https://www.drugs.com/mtm/aluvea.html,https://www.drugs.com/condition/dry-skin.html
Dry Skin (Xerosis),General/Unspecified,Aqua Care,https://www.drugs.com/mtm/aqua-care.html,https://www.drugs.com/condition/dry-skin.html
Dry Skin (Xerosis),General/Unspecified,Aquaphilic with Urea,https://www.drugs.com/mtm/aquaphilic-with-urea.html,https://www.drugs.com/condition/dry-skin.html
